400DN0010DER	43.75165375	-79.52952512
400DN0010DSR	43.75284929	-79.53084454
400DN0020DNR	43.75345971	-79.52980952
400DN0020DSR	43.75437458	-79.53210039
400DN0030DNR	43.75728712	-79.53084145
400DN0030DWR	43.75705874	-79.53174676
400DN0040DER	43.77560638	-79.53525355
400DN0040DSR	43.7758572	-79.53714497
400DN0050DER	43.78877061	-79.53718593
400DN0060DNR	43.79055002	-79.53780926
400DN0060DSR	43.78773431	-79.54012146
400DN0070DNR	43.79339343	-79.53900844
400DN0070DSR	43.79217499	-79.54100743
400DN0080DER	43.80327104	-79.54159244
400DN0080DWR	43.79402547	-79.54084454
400DN0090DSR	43.80822672	-79.54423669
400DN0100DSR	43.81011284	-79.54472886
400DN0010DNC	43.78573236	-79.53757401
400DN0020DNC	43.78899886	-79.53751266
400DN0030DNC	43.79284501	-79.53912459
400DN0040DNC	43.79697125	-79.5402121
400DN0050DNC	43.80316528	-79.54174671
400DN0010DNE	43.78594179	-79.53787415
400DN0020DNE	43.7918497	-79.53937175
400DN0030DNE	43.79680555	-79.54049567
400DN0040DNE	43.80352681	-79.54210859
400DN0010DNS	43.72127932	-79.52213367
400DN0020DNS	43.7274465	-79.52407159
400DN0030DNS	43.73351689	-79.52551505
400DN0040DNS	43.73868207	-79.52673623
400DN0050DNS	43.74610671	-79.52847797
400DN0060DNS	43.75314279	-79.53017139
400DN0070DNS	43.75858973	-79.53145758
400DN0080DNS	43.76471516	-79.53291595
400DN0090DNS	43.77145484	-79.53452883
400DN0100DNS	43.7757128	-79.53552097
400DN0110DNS	43.77977699	-79.53644076
400DN0120DNS	43.8106779	-79.54380137
400DN0010DSC	43.78506675	-79.53831368
400DN0020DSC	43.78775282	-79.53994547
400DN0030DSC	43.79353702	-79.5404296
400DN0040DSC	43.79647928	-79.54113282
400DN0050DSC	43.80333	-79.54266974
400DN0060DSC	43.81079163	-79.54442616
400DN0010DSE	43.78528226	-79.53815078
400DN0020DSE	43.79196171	-79.53965392
400DN0030DSE	43.79676777	-79.5408471
400DN0040DSE	43.80313847	-79.54233672
400DN0050DSE	43.81063673	-79.54414599
400DN0005DSS	43.72053137	-79.52223983
400DN0010DSS	43.72191184	-79.52290066
400DN0020DSS	43.72741198	-79.52445208
400DN0030DSS	43.73348985	-79.52589748
400DN0040DSS	43.73862541	-79.52711596
400DN0050DSS	43.746185	-79.52891037
400DN0058DSS	43.75210556	-79.53029722
400DN0059DSS	43.75255278	-79.53038056
400DN0060DSS	43.75298558	-79.5304999
400DN0061DSS	43.75343611	-79.53058056
400DN0070DSS	43.75583382	-79.53114267
400DN0080DSS	43.76079954	-79.53235517
400DN0090DSS	43.76541063	-79.5334505
400DN0100DSS	43.77163041	-79.53486672
400DN0110DSS	43.77568454	-79.53582856
400DN0120DSS	43.77974263	-79.5368487
401DE0590DEC	43.83587081	-79.07643847
401DE0580DEC	43.83395679	-79.08052306
401DE0570DEC	43.82971795	-79.08972618
401DE0560DEC	43.82605471	-79.09767126
401DE0550DEC	43.82341146	-79.10329673
401DE0540DEC	43.81802684	-79.11178789
401DE0530DEC	43.81400057	-79.11803946
401DE0520DEC	43.80943569	-79.12537286
401DE0510DEC	43.80500168	-79.13284209
401DE0500DEC	43.80118474	-79.13866703
401DE0490DEC	43.79691724	-79.14510534
401DE0480DEC	43.79528149	-79.15105366
401DE0470DEC	43.79562327	-79.15539418
401DE0460DEC	43.79820879	-79.16317033
401DE0450DEC	43.79960358	-79.16948368
401DE0440DEC	43.79905659	-79.17685839
401DE0430DEC	43.79806988	-79.18366529
401DE0420DEC	43.79689603	-79.19143902
401DE0410DEC	43.79536909	-79.20229966
401DE0400DEC	43.79444869	-79.20860638
401DE0390DEC	43.79352903	-79.21471884
401DE0380DEC	43.79219094	-79.21882739
401DE0370DEC	43.78919093	-79.22472179
401DE0360DEC	43.7865437	-79.23111469
401DE0350DEC	43.78491029	-79.2364777
401DE0340DEC	43.78346785	-79.24198654
401DE0330DEC	43.78171364	-79.25003228
401DE0320DEC	43.78042532	-79.25708475
401DE0310DEC	43.77833122	-79.26759703
401DE0300DEC	43.77671411	-79.27570406
401DE0290DEC	43.77434468	-79.28593377
401DE0280DEC	43.7725136	-79.29369341
401DE0270DEC	43.77047798	-79.3024505
401DE0260DEC	43.76849606	-79.31119429
401DE0250DEC	43.76799976	-79.32100479
401DE0240DEC	43.76773178	-79.32827555
401DE0230DEC	43.767331	-79.33384708
401DE0220DEC	43.76683524	-79.34105831
401DE0210DEC	43.76653171	-79.348682
